id_grafico,nombre_archivo
1,01_id_pib_pais.csv
1,01_id_pib_pais.csv
1,01_id_pib_pais.csv
1,01_id_pib_pais.csv
2,02_id_sector_financiamiento.csv
2,02_id_sector_financiamiento.csv
2,02_id_sector_financiamiento.csv
3,03_id_sector_ejecucion.csv
3,03_id_sector_ejecucion.csv
3,03_id_sector_ejecucion.csv
3,03_id_sector_ejecucion.csv
3,03_id_sector_ejecucion.csv
3,03_id_sector_ejecucion.csv
3,03_id_sector_ejecucion.csv
3,03_id_sector_ejecucion.csv
3,03_id_sector_ejecucion.csv
3,03_id_sector_ejecucion.csv
3,03_id_sector_ejecucion.csv
3,03_id_sector_ejecucion.csv
4,04_ranking_research_gov_latam_scimago.csv
4,04_ranking_research_gov_latam_scimago.csv
4,04_ranking_research_gov_latam_scimago.csv
4,04_ranking_research_gov_latam_scimago.csv
4,04_ranking_research_gov_latam_scimago.csv
4,04_ranking_research_gov_latam_scimago.csv
4,04_ranking_research_gov_latam_scimago.csv
4,04_ranking_research_gov_latam_scimago.csv
4,04_ranking_research_gov_latam_scimago.csv
4,04_ranking_research_gov_latam_scimago.csv
4,04_ranking_research_gov_latam_scimago.csv
4,04_ranking_research_gov_latam_scimago.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
5,05_investigadores_cada_mil_pea_ultimo_anio.csv
6,06_inversion_por_investigador.csv
6,06_inversion_por_investigador.csv
6,06_inversion_por_investigador.csv
6,06_inversion_por_investigador.csv
6,06_inversion_por_investigador.csv
6,06_inversion_por_investigador.csv
6,06_inversion_por_investigador.csv
6,06_inversion_por_investigador.csv
6,06_inversion_por_investigador.csv
6,06_inversion_por_investigador.csv
7,07_investigadores_conicet_categoria_genero_ultimo_anio.csv
7,07_investigadores_conicet_categoria_genero_ultimo_anio.csv
7,07_investigadores_conicet_categoria_genero_ultimo_anio.csv
7,07_investigadores_conicet_categoria_genero_ultimo_anio.csv
8,08_investigadores_por_disciplina_formacion.csv
8,08_investigadores_por_disciplina_formacion.csv
8,08_investigadores_por_disciplina_formacion.csv
8,08_investigadores_por_disciplina_formacion.csv
9,09_publicaciones_scopus_disciplina.csv
9,09_publicaciones_scopus_disciplina.csv
9,09_publicaciones_scopus_disciplina.csv
9,09_publicaciones_scopus_disciplina.csv
9,09_publicaciones_scopus_disciplina.csv
10,10_publicaciones_scopus_gasto_investigadores.csv
10,10_publicaciones_scopus_gasto_investigadores.csv
10,10_publicaciones_scopus_gasto_investigadores.csv
